Entropy,Skewness,Variance,Curtosis,Class
0.34179,2.7811,3.7635,0.66119,0
-5.4707,10.1374,-2.6479,-1.331,0
-1.6509,8.3682,1.0652,-1.4004,0
-6.9978,11.8797,-1.4275,0.41613,0
-4.3366,10.1808,5.7456,-4.7857,0
1.1189,3.2798,5.086,-1.2701,0
-0.89958,5.4049,3.4092,-2.5228,0
-4.3793,9.3221,-0.2361,2.1307,0
-4.0327,8.9951,3.8197,-4.383,0
0.70127,1.8127,-1.1391,6.9144,0
1.2095,0.68906,4.9249,0.77344,0
0.44912,6.841,2.5089,-0.029423,0
-6.8103,9.2207,-0.2062,-3.7044,0
-0.5582,6.8514,3.946,-1.5443,0
-2.5276,8.1881,-0.278,-3.1338,0
-0.26208,3.2074,1.8592,-0.15966,0
-3.2233,7.6294,0.56953,1.5754,0
0.15429,-4.449,3.4626,3.5427,0
2.0862,1.1484,3.3951,2.1401,0
1.106,-0.52974,5.0429,0.50439,0
0.40128,7.1783,3.7758,-1.5195,0
-1.2384,7.6398,4.6562,-2.4243,0
0.75429,-2.9674,4.0948,2.3689,0
0.51248,6.063,1.8384,0.54723,0
-0.3151,0.43661,2.0153,4.5864,0
0.64438,0.7201,3.5251,1.6928,0
-1.2526,-5.4236,3.757,3.8255,0
0.81119,3.5178,2.5989,0.7623,0
0.81377,0.97462,1.8994,4.2265,0
1.1577,-3.9482,3.6941,4.2625,0
0.90946,-2.3507,4.4295,1.7048,0
0.5461,5.2187,6.8248,-2.5425,0
-0.79742,-2.5163,1.8967,2.8093,0
-0.34355,-6.1665,2.1526,8.0831,0
0.22283,7.0811,3.3004,-1.3258,0
0.41809,7.05,2.7213,-0.58808,0
0.20214,-3.0336,3.8846,2.5334,0
0.27843,-0.4449,4.1665,0.23448,0
-0.32544,5.8561,0.94225,1.8762,0
1.1151,-0.031048,5.1321,0.32616,0
-0.61251,6.8121,0.38251,1.8128,0
0.303,-2.5928,3.0333,2.3183,0
-0.58665,6.0464,2.9233,-0.11168,0
-4.0392,10.2926,1.162,-1.2821,0
0.5655,2.5762,3.7791,1.3098,0
-0.3526,5.9781,0.77765,1.1941,0
0.49567,-1.0471,-0.38388,8.0514,0
-1.859,9.4359,0.21084,-0.094543,0
0.57196,-4.5938,2.9571,5.9068,0
0.55257,-3.3729,4.6439,2.5976,0
0.18274,-4.3062,3.3577,6.0241,0
0.40774,2.9073,3.5127,1.0579,0
-4.0767,10.7044,2.6562,-3.3085,0
-2.9026,10.694,-1.3612,1.7022,0
-2.5276,8.1881,-0.278,-3.1338,0
-1.2991,-6.9321,1.04,8.2888,0
-0.1832,2.7356,2.1881,1.3278,0
0.94437,-2.6528,4.2756,2.1375,0
-0.6694,6.8741,-0.11996,0.91995,0
-1.3754,8.7944,2.9736,-3.6359,0
0.066365,-3.3109,3.7798,2.6491,0
1.0789,3.7557,5.3586,-1.7345,0
0.55257,6.1292,1.8373,0.84027,0
-0.11596,0.89599,1.2262,5.7568,0
0.453,-0.56078,-0.048008,7.7215,0
-0.56208,-0.024841,0.5706,1.2421,0
2.0202,0.46351,4.3634,1.4281,0
-0.078462,-4.1634,3.482,3.5008,0
-0.98492,-3.2633,0.51947,3.0895,0
-0.08622,-2.628,2.3164,3.1529,0
-4.8888,11.0334,-1.8348,3.1863,0
-0.53751,8.8793,1.3754,-1.9136,0
-0.70044,5.8974,-0.16682,0.49839,0
-1.1828,7.1328,0.29961,-0.31475,0
-6.2543,9.3262,0.25035,-3.6873,0
0.41421,1.3926,2.4673,1.7125,0
-1.0573,6.6424,0.77805,-1.1425,0
0.5461,2.9508,3.4465,1.0271,0
-0.40173,-4.1427,2.2429,5.2333,0
-0.0060486,-3.884,3.7321,3.3577,0
0.74912,-3.584,4.3365,3.6884,0
-4.837,10.8223,-2.0759,2.6439,0
-1.1698,7.6398,4.0715,-2.0824,0
-0.64613,5.8209,0.76163,1.1959,0
-1.4543,7.3273,-0.53966,0.46583,0
-1.5759,5.7919,2.6213,0.065686,0
-0.54785,-3.3378,3.0242,2.5865,0
-0.061652,5.3905,5.8519,-2.4037,0
-0.5621,-0.0248,0.5706,1.2421,0
-4.3444,11.1513,3.9771,-3.9272,0
-1.7375,9.1814,1.5478,-1.6326,0
0.48403,0.36625,0.74054,2.1992,0
-4.0159,10.2243,0.49571,-1.097,0
-3.5569,7.8612,1.645,-0.87598,0
0.28231,6.8576,3.6077,-1.1622,0
0.41291,-3.7082,3.2403,5.2804,0
-4.4659,10.2491,3.9166,-4.0926,0
-0.065531,6.0299,3.9262,-2.0156,0
-4.3379,10.4643,5.591,-4.3839,0
1.3051,-3.6978,3.7522,3.9943,0
0.22541,4.5462,1.3114,2.2935,0
-0.12889,6.9942,3.7022,-1.8511,0
0.78532,-3.1039,4.364,2.3757,0
1.4008,1.4423,3.5829,1.0219,0
-0.25174,-4.8297,4.65,3.4553,0
0.40774,3.9606,5.1731,-1.983,0
-0.066824,3.4184,3.2692,0.20706,0
0.71679,1.6223,2.4012,3.0312,0
-1.8073,-4.4697,1.7257,8.2219,0
-0.35001,6.9859,4.7965,-1.9967,0
-4.1827,10.1891,4.0962,-3.9323,0
0.26809,3.3605,2.5559,2.0321,0
-0.59182,8.5709,3.4916,-3.0326,0
-0.9849,-3.2633,0.5195,3.0895,0
-2.2431,7.2673,2.9856,-0.409,0
0.23576,5.4132,4.0932,-1.8219,0
1.3039,-0.76978,1.7748,5.5854,0
1.1797,0.32694,5.2012,0.17965,0
-0.40303,-1.3678,-0.45062,7.0858,0
-1.4724,8.1116,4.8451,-2.9512,0
-0.5388,7.2756,0.74841,1.1504,0
-1.5474,8.5565,5.1213,-3.3917,0
-0.71208,-3.7454,3.6181,2.8273,0
-3.9306,8.5234,0.040498,1.4461,0
-5.4707,10.1374,-2.6479,-1.331,0
-0.44441,0.70975,0.37984,0.75716,0
-1.4828,0.091039,-0.95923,6.2204,0
-3.1095,10.0008,2.8672,-3.2049,0
-1.7129,9.109,1.0182,-0.62064,0
-3.9629,11.4535,-2.7143,2.1092,0
0.52024,-3.1081,3.8244,2.4537,0
0.38317,2.121,2.7961,1.8385,0
0.47886,6.7086,3.5358,-0.81857,0
-4.5965,8.7241,-0.7056,2.2215,0
-1.2099,7.2756,4.1542,-2.4766,0
-1.6728,9.4318,0.92703,-0.66263,0
-0.41855,-6.4748,1.8216,8.0514,0
-7.6612,12.6247,-2.4473,0.73573,0
0.24481,-3.0957,3.5862,2.8093,0
-1.6638,9.6594,0.66191,-0.28819,0
1.4926,1.7071,4.7926,-0.051701,0
-1.2823,8.3516,4.9852,-2.5425,0
-0.068117,3.0294,0.75736,2.9164,0
-0.37458,7.6336,4.6499,-1.9427,0
-0.75734,7.1742,-0.023579,0.78457,0
-0.53104,0.0082678,0.85574,6.6042,0
-0.43277,0.66009,0.88298,6.0096,0
1.137,-4.391,4.0422,4.7466,0
-3.2698,8.0992,2.2546,-0.24877,0
-0.56466,6.5989,0.38478,-0.3336,0
0.57455,-5.1711,3.1541,6.5991,0
1.437,0.23589,2.3969,4.8477,0
1.2379,2.0755,4.7114,-0.2702,0
-4.0728,10.1477,4.0127,-3.9366,0
0.18662,3.1681,2.6606,1.9619,0
1.2314,1.8541,3.931,-0.023425,0
-3.9668,8.693,0.01727,1.3989,0
1.1952,0.40971,3.2414,1.4015,0
0.2836,3.5757,2.2504,0.35273,0
-1.9948,3.3191,-1.3971,-1.3927,1
0.35084,-0.14279,0.39012,-0.031994,1
0.96765,-7.1535,-1.6677,7.8929,1
-1.281,-12.8047,-3.8483,15.6824,1
0.96765,-8.213,-3.5681,10.083,1
1.3763,-0.30626,-2.2804,1.3347,1
-2.234,2.7397,-1.7582,-2.5323,1
-2.9452,3.1991,-0.89409,-1.8219,1
0.14654,0.12415,0.3434,-0.28733,1
0.5461,-6.661,-0.9854,5.8245,1
-0.65259,-9.1359,-2.4115,9.3444,1
0.59912,-6.2534,-1.5252,5.3524,1
0.50214,-0.091058,-0.61442,-0.31818,1
-3.0603,2.8928,-0.36506,-3.6461,1
-6.6797,6.5679,-5.9034,0.67661,1
-2.353,2.7521,-1.8215,-0.72261,1
1.1319,-1.8768,-0.77461,2.4023,1
-0.12243,-9.0366,-1.8187,9.0162,1
-2.5677,-12.9309,-3.5801,13.1779,1
0.057313,-6.8824,-1.8219,5.4681,1
0.62627,-0.38696,-0.3481,-0.47841,1
-4.0431,3.3605,0.47368,-4.5064,1
-4.8668,4.8587,-3.4083,-0.76888,1
0.024986,-0.30005,-1.6662,1.4238,1
-0.33708,-7.1059,-2.0962,6.6188,1
-1.7323,-10.4519,-2.6685,9.1139,1
0.7517,-4.3496,-0.47465,1.9901,1
0.11033,1.1857,1.0552,-2.6411,1
-4.0909,3.8095,1.1644,-4.9408,1
-6.7754,7.3708,-4.4779,-0.31218,1
0.21766,0.45523,-2.7338,2.4391,1
0.88231,-5.4484,-2.286,5.8039,1
0.16981,-6.3444,-1.6244,4.6575,1
0.57714,0.47799,0.50813,-1.9804,1
-2.6621,4.2503,1.6408,-4.9023,1
-6.0823,4.84,0.81583,-5.2613,1
-5.9763,9.1048,-5.4901,-0.38758,1
-0.86078,2.7935,-3.2238,0.32274,1
0.44524,-1.5147,-2.0631,1.219,1
0.066365,-2.0113,-0.91318,-0.19565,1
-0.32415,1.9327,0.6005,-3.2888,1
-1.6741,3.3377,0.91315,-4.0557,1
-2.9155,3.0729,-0.28015,-3.3857,1
-3.5737,3.3253,-3.6085,-0.51954,1
-3.703,8.6806,-6.2003,0.0091344,1
-0.99785,3.3419,-4.2932,0.77258,1
-0.055186,-0.062088,-3.0265,0.68604,1
-0.53104,-0.010356,-1.7015,-0.99337,1
-1.0276,2.4748,-0.64326,-2.9452,1
-1.0897,1.9348,-0.86339,-2.3729,1
-1.0974,1.0512,-2.0659,-0.46298,1
-1.7453,1.5685,-2.1333,-0.084261,1
0.44653,-1.4733,-1.2568,2.8718,1
-1.0172,-6.841,-3.1128,10.7402,1
-0.82199,-5.9037,-4.8554,10.9818,1
-1.2797,3.8654,-2.588,-0.3336,1
-0.58535,1.4733,0.24394,-1.4192,1
0.17498,-5.0966,-1.5322,6.6779,1
-3.3202,-13.4979,-4.0025,17.6772,1
-1.4375,-8.3123,-4.0173,12.4547,1
0.77627,-0.53181,-3.0731,2.3877,1
-2.5819,3.2301,-1.979,-1.3575,1
-0.15605,-0.14693,-0.4294,0.044265,1
0.61334,-7.0314,-2.234,7.4936,1
-1.3884,-12.4736,-4.211,14.9704,1
0.65084,-8.0971,-3.8073,10.1772,1
1.0414,-0.10554,-2.5912,1.2798,1
-2.6711,3.0915,-2.2482,-2.3969,1
-3.4392,3.2922,-1.4427,-1.9702,1
-0.44699,-0.020702,-0.39416,-0.066267,1
-0.10691,-6.6383,-1.522,5.7491,1
-0.98233,-9.0407,-2.8267,9.0694,1
0.29524,-6.0237,-1.7263,5.2419,1
0.31593,0.039307,-0.94255,-0.24192,1
-3.4457,3.0025,-0.89569,-3.6067,1
-7.0107,6.6651,-6.2815,0.52581,1
-2.7151,3.166,-2.3211,-1.0002,1
0.60688,-2.0776,-1.3414,2.8093,1
-0.85949,-9.3263,-2.258,9.3727,1
-3.1353,-12.8461,-3.8858,12.7957,1
-0.32544,-6.7893,-1.8969,5.2761,1
0.41938,-0.24832,-0.52645,-0.45613,1
-4.4103,3.5612,0.0096613,-4.407,1
-5.0801,4.898,-3.8826,-0.92311,1
-0.20906,-0.16762,-2.1405,1.321,1
-0.59053,-7.3046,-2.4824,6.839,1
-1.9948,-10.0712,-2.9098,8.4156,1
0.6017,-4.002,-0.60975,1.8471,1
-0.062945,1.1071,0.83625,-2.4706,1
-4.4853,3.9544,0.60731,-4.772,1
-6.959,7.0542,-4.8861,-0.17252,1
-0.064238,0.42212,-3.1366,2.6225,1
0.65214,-5.6574,-2.5754,6.103,1
-0.021566,-6.5865,-1.8782,4.8486,1
0.44007,0.57318,0.24261,-1.9402,1
-2.9013,4.2855,1.296,-4.8457,1
-6.3862,5.0097,0.25943,-5.0394,1
-6.0422,9.1752,-5.873,-0.27448,1
-1.0224,2.6901,-3.4605,0.16165,1
0.16076,-1.4402,-2.3797,1.1273,1
-0.21036,-1.7175,-1.2424,-0.52553,1
-0.61768,1.9182,0.20216,-3.2828,1
-1.7841,3.5012,0.59823,-3.9795,1
-3.1004,3.2322,-0.77995,-3.282,1
-3.8879,3.4619,-4.1409,-0.47841,1
-3.937,8.7696,-6.5084,0.23191,1
-1.1672,3.4288,-4.4996,0.56265,1
-0.2957,0.10139,-3.3125,0.55323,1
-0.82458,0.3766,-1.9423,-1.2898,1
-1.2629,2.5349,-0.75793,-3.0464,1
-1.1957,1.9824,-0.95403,-2.3163,1
-1.1724,1.4671,-2.2173,-0.72689,1
-2.1125,1.9679,-2.799,-0.42357,1
0.097399,-0.84841,-1.8629,2.5377,1
-1.1543,-6.2285,-3.5916,10.2389,1
-1.0612,-5.3118,-5.1216,10.3846,1
-1.8228,4.0372,-3.2854,-0.45356,1
-1.1246,1.4174,-0.56877,-1.4252,1
-0.060358,-4.8359,-2.3518,6.6479,1
-3.2194,-13.2889,-4.4861,17.3087,1
-1.4543,-7.7267,-4.3876,11.9655,1
0.6017,-0.32696,-3.3604,2.1324,1
-1.6185,2.9984,-1.0112,-1.1664,1
0.77369,-1.0512,0.030219,1.4024,1
1.2379,-8.4985,-1.6514,9.1122,1
-0.14182,-12.7406,-3.2692,15.5573,1
2.1353,-6.8452,-2.5701,8.9999,1
1.7758,0.25244,-1.3066,0.7623,1
-2.2224,3.2881,-1.6637,-2.2701,1
-2.4319,2.8659,-0.55008,-1.6488,1
0.29653,-0.69529,0.21431,0.87711,1
0.36119,-7.4473,-0.77288,6.492,1
-0.10432,-9.0883,-1.8391,9.2416,1
1.4797,-5.1277,-0.63298,4.5624,1
0.75817,0.62905,0.0040545,-0.64121,1
-3.1896,3.1784,-0.28696,-3.5767,1
-6.8607,6.6258,-5.2406,-0.19908,1
-1.6677,2.1438,-1.4446,-0.47241,1
0.99739,-2.8018,-0.65767,3.7115,1
-1.2332,-10.1498,-1.5449,9.6152,1
-2.7552,-12.0205,-2.8957,11.9149,1
0.3211,-5.7381,-0.81479,4.3919,1
0.39998,0.65388,0.50225,-1.1793,1
-4.1414,3.6357,0.74521,-4.4044,1
-4.0327,4.0537,-2.9146,-0.45699,1
-0.021566,-1.3781,-1.3907,2.3055,1
-1.2112,-8.1157,-1.786,7.0858,1
-1.7168,-9.2828,-1.7322,7.719,1
1.1008,-3.4619,0.55298,1.7048,1
0.003003,1.852,2.031,-3.0121,1
-3.9125,4.0309,1.2279,-4.6435,1
-5.5457,6.2699,-4.2249,0.15822,1
0.00171,-0.77392,-2.5346,3.3602,1
0.14266,-6.332,-1.749,6.0987,1
0.052141,-5.167,-0.539,3.4399,1
0.65472,0.89599,1.5631,-1.9702,1
-2.8987,4.5565,2.3917,-4.9888,1
-5.5909,4.7738,0.89512,-4.8431,1
-5.0323,8.1819,-5.4808,0.27818,1
-0.4638,1.7713,-2.8833,0.68946,1
0.61981,-2.2535,-1.4174,1.518,1
0.3211,-0.94981,0.4283,-1.0731,1
-0.11725,2.2121,1.5904,-3.1183,1
-1.7207,3.6833,1.7425,-4.0129,1
-2.7784,3.2405,-0.23356,-3.0669,1
-3.9047,3.9958,-3.6227,-0.35845,1
-3.2646,7.9295,-6.1536,0.61663,1
-0.7819,2.6652,-3.9172,0.78886,1
0.05602,-0.23798,-2.2214,0.56008,1
-0.56854,0.89392,-0.49241,-1.6283,1
-0.59958,2.4066,0.26517,-2.8416,1
-0.56725,1.8189,-0.10234,-2.2169,1
-0.59958,1.0926,-1.6176,-0.35502,1
-1.0728,1.254,-1.8448,0.27218,1
0.47627,-2.4087,-1.2786,4.5735,1
-0.84268,-7.6563,-2.902,11.8318,1
-0.4082,-5.5167,-4.3773,10.939,1
-1.2138,3.8385,-2.0529,-0.79544,1
0.0055892,0.70148,0.18868,-0.51182,1
0.68058,-6.841,-1.7279,8.9494,1
-2.0323,-13.7731,-3.3793,17.9274,1
-0.083634,-7.1121,-3.1273,11.3897,1
1.353,-0.05588,-2.121,1.949,1
-2.3789,3.4329,-1.7697,-1.2144,1
0.0081754,0.13863,-0.0012852,-0.19651,1
1.3323,-6.8121,-1.682,7.1398,1
-0.61639,-12.1736,-3.4917,14.3689,1
0.97153,-8.6289,-3.1158,10.4403,1
1.7435,-0.48422,-2.0891,1.704,1
-1.9276,2.7852,-1.6936,-2.1835,1
-3.2608,3.2715,-1.2846,-1.7671,1
-0.13794,0.39315,-0.092194,-0.32846,1
0.79955,-6.3879,-1.0292,5.5255,1
-0.28406,-9.1069,-2.2083,8.9991,1
0.80472,-6.3113,-1.0744,5.355,1
0.76334,-0.23591,-0.51003,0.020273,1
-2.7836,3.0439,-0.36372,-3.4816,1
-6.6176,6.4479,-6.3979,1.0836,1
-2.8974,3.3129,-2.2501,-0.88369,1
0.77239,-1.2519,-1.1859,2.2635,1
-0.21682,-8.8131,-1.8076,8.7086,1
-2.7202,-12.9889,-3.3863,13.0545,1
0.31335,-7.108,-1.4106,5.6454,1
1.1965,-0.68287,-0.21394,0.096532,1
-3.8116,3.5674,0.48797,-4.3882,1
-5.4306,5.1401,-3.8167,-0.65063,1
-0.3707,0.20692,-1.9555,1.2473,1
-0.20777,-6.4479,-2.1786,6.0344,1
-1.8733,-9.9532,-2.3299,8.4756,1
0.91722,-4.0061,0.0031201,1.7956,1
0.39998,1.0595,1.3518,-2.3437,1
-4.0069,3.8923,1.2309,-4.8277,1
-7.5034,7.5032,-5.0301,-0.13396,1
-0.23751,0.60836,-3.0799,2.7039,1
0.91722,-5.227,-2.2987,5.63,1
-0.033204,-6.541,-1.239,4.8151,1
0.83834,0.29176,0.75896,-1.6506,1
-2.3931,4.2068,1.6799,-4.5398,1
-6.1211,5.2022,0.63655,-5.2159,1
-6.3694,9.2952,-6.0598,-0.43642,1
-1.2086,2.8763,-3.518,0.1548,1
0.36507,-1.4092,-2.0336,1.1582,1
-0.12372,-1.7672,-0.69745,-0.34474,1
-0.20518,1.9161,0.75108,-3.1098,1
-1.3961,3.4826,0.84546,-3.6307,1
-2.7965,3.2136,-0.55648,-3.3085,1
-3.4004,3.2239,-3.6817,-0.69347,1
-3.725,8.8172,-6.7526,-0.061983,1
-0.94742,3.4515,-4.577,0.66719,1
0.068951,0.31245,-2.9883,0.45041,1
-0.48579,0.14277,-1.4781,-1.1622,1
-1.0431,2.3383,-0.46651,-2.9812,1
-0.78061,1.6533,-0.8734,-2.1964,1
-0.81165,1.1815,-2.1234,-0.55552,1
-1.6767,2.0838,-2.3142,-0.46813,1
0.39481,-0.98912,-1.4233,2.3586,1
-0.89182,-6.6362,-3.0866,10.5405,1
-1.0741,-6.1789,-4.7331,11.388,1
-1.1672,3.8964,-2.8829,-0.1888,1
-0.76121,1.525,-0.036127,-1.4089,1
0.3974,-4.778,-1.7104,6.2109,1
-2.3052,-13.0551,-3.8203,16.9583,1
-0.95518,-8.5089,-3.7181,12.363,1
1.3776,-0.60424,-2.899,2.6045,1
-1.5668,2.7956,-0.98193,-1.2341,1
0.7336,-1.1816,-0.17296,1.3818,1
0.94049,-8.6848,-1.9409,9.155,1
-0.47027,-12.4922,-3.5713,14.8881,1
1.8198,-6.6258,-2.9915,8.6521,1
1.4189,0.31038,-1.8483,0.77344,1
-2.4642,3.2964,-2.2677,-2.2563,1
-2.2612,2.868,-0.50816,-1.8108,1
0.48791,-1.0885,0.14329,1.0039,1
0.34179,-7.9026,-0.90784,6.7807,1
-0.10303,-9.3676,-2.0042,9.3333,1
1.3866,-5.1008,-0.93587,4.5367,1
0.6586,0.54214,-0.40804,-0.52725,1
-3.456,3.3812,-0.8172,-3.6684,1
-6.5775,6.6755,-4.8392,-0.24278,1
-1.3974,2.1376,-1.2792,-0.47584,1
1.1836,-3.226,-0.66008,3.8058,1
-1.0043,-10.7665,-1.7713,10.2184,1
-2.1603,-12.2377,-3.0061,11.9552,1
0.68705,-5.8395,-1.1022,4.5641,1
0.42843,0.39108,0.11806,-0.98223,1
-4.3741,3.735,0.11686,-4.4379,1
-3.6371,3.9213,-2.7264,-0.49212,1
0.51636,-1.6906,-1.2369,2.518,1
-0.66682,-8.6475,-1.8439,7.6796,1
-0.97716,-9.6035,-1.8554,7.7764,1
1.3569,-3.3584,0.16358,1.3749,1
-0.12243,1.9596,1.5077,-3.0584,1
-4.1414,4.1199,0.67886,-4.569,1
-4.9379,5.8333,-3.9934,0.54723,1
0.76205,-0.78427,-2.3898,3.0141,1
0.89912,-6.7686,-1.7976,6.6753,1
0.903,-5.5602,-0.70867,4.0483,1
0.59395,1.1029,1.0194,-2.3,1
-3.2362,4.78,1.7875,-5.1362,1
-5.8198,4.8773,0.27331,-4.9194,1
-4.4983,8.0433,-5.1661,0.044265,1
-0.091393,1.6327,-2.7028,0.83598,1
0.89394,-2.2183,-1.4904,1.6054,1
0.64955,-1.0243,-0.014902,-0.94024,1
-0.11855,2.2638,0.88992,-3.1046,1
-1.9379,3.6957,1.0637,-4.1594,1
-2.9388,3.1329,-0.8471,-3.0112,1
-3.8957,4.0289,-3.9594,-0.35845,1
-2.9155,7.6584,-5.8818,0.5558,1
-0.30993,2.5162,-3.7747,0.83341,1
0.41809,-0.24418,-2.4198,0.70146,1
-0.19225,0.80494,-0.83535,-1.6411,1
-0.65647,2.6528,-0.30432,-2.7756,1
-0.77027,1.7237,-0.60254,-2.1501,1
-0.82716,1.1815,-2.1059,-0.53324,1
-1.091,1.2271,-2.0441,0.18564,1
0.27972,-2.2121,-1.5621,4.2591,1
-0.94613,-7.2135,-3.2305,11.6433,1
-0.53104,-4.9932,-4.8426,10.4052,1
-1.2474,3.6668,-2.3147,-0.6969,1
-0.059065,0.60422,-0.11716,-0.38587,1
0.099985,-6.719,-2.0066,9.0162,1
-2.6181,-13.6779,-3.6961,17.5795,1
-0.48967,-6.5389,-3.6012,10.5234,1
0.97282,0.18002,-2.6286,1.7956,1
-1.4647,2.9611,-0.82601,-1.2864,1
0.88619,-0.99326,0.31803,1.0947,1
0.96894,-8.4385,-1.4454,8.8483,1
-0.66165,-13.0365,-3.1423,15.6773,1
1.5289,-6.959,-2.5373,8.8054,1
1.5806,0.18416,-1.366,0.90539,1
-2.1978,3.3088,-1.7064,-2.2829,1
-2.2069,2.9094,-0.41965,-1.7859,1
0.74524,-0.82358,0.37637,0.78543,1
0.74394,-7.9233,-0.55355,6.7156,1
0.081882,-9.5828,-1.6001,9.4044,1
1.547,-5.554,-0.37013,4.7749,1
0.97024,0.22347,0.12126,-0.47327,1
-3.0888,3.2674,-0.27068,-3.5562,1
-6.5206,6.6486,-5.119,-0.049987,1
-1.4905,2.3134,-1.3946,-0.44499,1
1.5043,-3.3771,-0.69879,4.1211,1
-0.5026,-10.5244,-1.48,9.9176,1
-1.9082,-12.813,-2.6649,12.6689,1
1.106,-6.301,-0.62684,4.7843,1
0.96118,0.25865,0.518,-0.84085,1
-4.0483,3.764,0.64376,-4.4738,1
-3.9642,4.1986,-2.9821,-0.5898,1
0.49826,-1.5706,-1.4628,2.4357,1
-0.45475,-8.7903,-1.7101,7.9735,1
-1.0806,-9.8808,-1.5572,8.1088,1
1.5754,-3.7723,0.74428,1.6131,1
0.2099,1.7982,2.0177,-2.9581,1
-3.8672,3.913,1.164,-4.5544,1
-5.4668,6.0692,-4.3667,0.57208,1
0.77757,-1.0553,-2.5919,3.8949,1
1.1681,-6.8141,-1.8046,6.7019,1
1.0233,-5.7154,-0.71868,3.8298,1
1.0271,0.66837,1.4378,-2.0267,1
-2.7254,4.5503,2.1943,-4.976,1
-5.6659,4.8525,0.7376,-4.7986,1
-5.0142,8.1261,-5.637,0.13081,1
-0.45346,1.7775,-3.0193,0.73745,1
0.71162,-2.09,-1.6706,1.584,1
0.57843,-1.1505,-0.1269,-0.95138,1
0.12843,2.0982,1.2198,-3.1954,1
-1.5966,3.6067,1.4501,-4.0557,1
-2.6892,3.0977,-0.40857,-2.9607,1
-3.8194,3.8157,-3.8952,-0.31304,1
-3.2207,8.0102,-6.3679,0.4247,1
-0.71984,2.7749,-4.1429,0.68261,1
0.061192,-0.097265,-2.6864,0.61663,1
-0.46768,0.79459,-1.0555,-1.6968,1
-0.66165,2.4769,-0.29858,-2.9512,1
-0.68104,1.7734,-0.49948,-2.2469,1
-0.70044,0.99945,-1.9881,-0.28562,1
-1.122,1.5706,-1.9389,0.045979,1
0.55127,-1.8624,-1.4375,4.026,1
-0.57889,-7.5756,-3.1875,11.8678,1
-0.33449,-5.6636,-4.6765,10.969,1
-1.175,3.8468,-2.0285,-0.63435,1
0.03533,0.73252,0.26637,-0.67891,1
0.31981,-6.4624,-1.7589,8.4773,1
-2.4927,-13.6593,-3.5985,17.6052,1
-0.57113,-7.2404,-3.3582,11.4419,1
1.1358,-0.10554,-2.3629,1.9336,1
-2.6621,3.3791,-2.1802,-1.2256,1
-0.088807,-0.15521,-0.40951,0.060545,1
0.9211,-7.257,-2.2918,7.9597,1
-0.95647,-12.8006,-4.0214,15.6199,1
0.98187,-8.215,-3.3884,10.3315,1
1.6543,-0.49457,-2.0046,1.333,1
-2.3491,2.7956,-1.7063,-2.378,1
-3.5646,3.3584,-1.6386,-1.7302,1
-0.36036,0.32487,-0.41645,-0.33617,1
0.31593,-6.6072,-1.5877,5.8022,1
-0.28018,-9.349,-2.5961,9.7942,1
0.87325,-6.4789,-1.5228,5.7568,1
1.0426,-0.097265,-0.53072,-0.21793,1
-3.1004,2.8452,-0.49081,-3.6436,1
-7.5344,6.8017,-6.5773,0.85483,1
-2.8573,2.7645,-2.4621,-0.62578,1
0.59912,-1.9162,-1.3995,2.5154,1
-0.79871,-9.3304,-2.3221,9.233,1
-2.684,-12.9723,-3.73,12.9817,1
0.16723,-7.1163,-1.6988,5.7902,1
0.89136,-0.64562,-0.26654,-0.42014,1
-4.012,3.3108,0.33325,-4.5081,1
-5.2159,4.7283,-4.2091,-0.49126,1
-0.44829,-0.68494,-2.3142,1.9833,1
-0.64484,-7.4494,-2.4835,6.8964,1
-1.9547,-10.5099,-2.7611,9.0239,1
0.94308,-4.449,-0.36025,2.1067,1
0.42714,0.9022,1.0117,-2.3506,1
-4.1323,3.8426,0.96708,-4.9314,1
-7.3004,7.259,-5.2049,0.070827,1
-0.44958,-0.02691,-3.3203,2.9618,1
0.046968,-5.7899,-2.565,6.0122,1
-0.94354,-6.572,-1.5951,4.7689,1
0.36119,0.17174,0.7049,-1.7859,1
-2.5017,3.9544,1.7331,-4.7412,1
-6.1043,4.8504,0.6818,-5.2133,1
-6.7844,9.2848,-6.3364,0.014275,1
-1.0871,2.4273,-3.8053,0.6809,1
0.45171,-2.1252,-2.1979,1.7151,1
0.099985,-2.2121,-0.87874,-0.051701,1
-0.1457,1.7299,0.74067,-3.1963,1
-1.7116,3.4226,0.98296,-3.9692,1
-3.1832,3.1929,-0.3489,-3.4054,1
-3.8608,3.5219,-3.8552,-0.38415,1
-4.572,8.9931,-6.9599,0.2182,1
-1.2966,3.1205,-4.7462,1.075,1
0.045675,-0.14279,-3.2051,0.97565,1
-0.3707,-0.080711,-1.7549,-0.75774,1
-0.89828,2.4811,-0.59587,-2.8673,1
-1.2746,2.0279,-0.89542,-2.3652,1
-1.2642,1.2767,-2.0754,-0.64206,1
-2.3931,1.8023,-3.2778,0.1805,1
0.36378,-1.254,-2.2183,2.9986,1
-0.16381,-6.572,-3.5895,10.5251,1
-0.3901,-5.8023,-5.0477,11.244,1
-2.1203,3.944,-3.5741,-0.07912,1
-1.1582,1.7361,-0.7351,-1.4938,1
0.11162,-4.7428,-2.2617,6.3489,1
-2.8017,-13.0634,-4.244,17.1116,1
-1.5099,-8.304,-4.0218,12.555,1
